id,key,value,type
188337237,oneway,yes,regular
188337237,ref,455,regular
188337237,maxspeed,PL:urban,source
188337237,surface,orto2015,source
188337237,surface,asphalt,regular
188337238,highway,tertiary,regular
188337238,lanes,2,regular
188337238,maxspeed,50,regular
188337238,conditional,60 @ (23:00-05:00),maxspeed
188337238,name,Marii Curie-Skłodowskiej,regular
188337238,etymology:wikidata,Q7186,name
188337238,oneway,yes,regular
188337238,placement,middle_of:2,regular
188337238,maxspeed,PL:urban,source
188337238,surface,asphalt,regular
188337238,lanes,left|through,turn
188337239,cycleway,lane,regular
188337239,highway,tertiary,regular
188337239,lanes,2,regular
188337239,maxspeed,50,regular
188337239,name,Marii Curie-Skłodowskiej,regular
188337239,etymology:wikidata,Q7186,name
188337239,oneway,yes,regular
188337239,maxspeed,PL:urban,source
188337239,surface,orto2015,source
188337239,surface,asphalt,regular
188337241,highway,tertiary,regular
188337241,lanes,1,regular
188337241,maxspeed,30,regular
188337241,name,Marszałka Józefa Piłsudskiego,regular
188337241,de,Gartenstraße,old_name
188337241,oneway,yes,regular
188337241,maxspeed,sign,source
188337241,surface,asphalt,regular
188337245,highway,tertiary,regular
188337245,lanes,2,regular
188337245,name,Peronowa,regular
188337245,oneway,yes,regular
188337245,surface,asphalt,regular
188337245,lanes,left;through|through,turn
188337247,highway,primary,regular
188337247,lanes,3,regular
188337247,maxaxleload,10,regular
188337247,maxspeed,50,regular
188337247,conditional,60 @ (23:00-05:00),maxspeed
188337247,name,pl. Grunwaldzki,regular
188337247,de,Grunwaldplatz,name
188337247,pl,pl. Grunwaldzki,name
188337247,oneway,yes,regular
188337247,ref,98,regular
188337247,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188337247,maxspeed,PL:urban,source
188337247,surface,asphalt,regular
188337247,lanes,through|through|right,turn
188337248,highway,primary,regular
188337248,lanes,2,regular
188337248,maxaxleload,10,regular
188337248,maxspeed,50,regular
188337248,conditional,60 @ (23:00-05:00),maxspeed
188337248,name,Plac Grunwaldzki,regular
188337248,de,Grunwaldplatz,name
188337248,pl,Plac Grunwaldzki,name
188337248,oneway,yes,regular
188337248,ref,98,regular
188337248,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188337248,maxspeed,PL:urban,source
188337248,surface,asphalt,regular
188337249,highway,primary,regular
188337249,lanes,3,regular
188337249,maxspeed,50,regular
188337249,name,Rondo Ronalda Reagana,regular
188337249,oneway,yes,regular
188337249,maxspeed,PL:urban,source
188337249,surface,asphalt,regular
188337250,highway,primary,regular
188337250,lanes,2,regular
188337250,maxaxleload,10,regular
188337250,maxspeed,50,regular
188337250,conditional,60 @ (23:00-05:00),maxspeed
188337250,name,Plac Grunwaldzki,regular
188337250,de,Grunwaldplatz,name
188337250,pl,Plac Grunwaldzki,name
188337250,oneway,yes,regular
188337250,ref,98,regular
188337250,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188337250,maxspeed,PL:urban,source
188337250,surface,asphalt,regular
188337251,highway,primary,regular
188337251,lanes,3,regular
188337251,maxaxleload,10,regular
188337251,maxspeed,50,regular
188337251,conditional,60 @ (23:00-05:00),maxspeed
188337251,name,Plac Powstańców Warszawy,regular
188337251,oneway,yes,regular
188337251,ref,98,regular
188337251,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188337251,maxspeed,PL:urban,source
188337251,surface,asphalt,regular
188337253,highway,primary_link,regular
188337253,lanes,1,regular
188337253,maxspeed,50,regular
188337253,conditional,60 @ (23:00-05:00),maxspeed
188337253,oneway,yes,regular
188337253,maxspeed,PL:urban,source
188337253,surface,asphalt,regular
188337254,highway,secondary,regular
188337254,lanes,3,regular
188337254,maxspeed,50,regular
188337254,conditional,60 @ (23:00-05:00),maxspeed
188337254,name,Plac Powstańców Warszawy,regular
188337254,oneway,yes,regular
188337254,maxspeed,PL:urban,source
188337254,surface,asphalt,regular
188337254,lanes,through|through|right,turn
188337255,highway,tertiary,regular
188337255,lanes,2,regular
188337255,maxspeed,50,regular
188337255,name,Szczytnicka,regular
188337255,oneway,yes,regular
188337255,maxspeed,PL:urban,source
188337255,surface,orto2015,source
188337255,surface,asphalt,regular
188337256,highway,tertiary,regular
188337256,lanes,2,regular
188337256,maxspeed,50,regular
188337256,name,Szczytnicka,regular
188337256,maxspeed,PL:urban,source
188337256,surface,orto2015,source
188337256,surface,asphalt,regular
188337257,highway,tertiary,regular
188337257,lanes,3,regular
188337257,maxspeed,50,regular
188337257,conditional,60 @ (23:00-05:00),maxspeed
188337257,name,Zygmunta Krasińskiego,regular
188337257,oneway,yes,regular
188337257,maxspeed,PL:urban,source
188337257,surface,asphalt,regular
188337258,access,no,regular
188337258,highway,service,regular
188337258,psv,yes,regular
188337259,access,no,regular
188337259,highway,service,regular
188337259,psv,yes,regular
188337260,access,no,regular
188337260,highway,service,regular
188337260,psv,yes,regular
188337261,access,no,regular
188337261,highway,service,regular
188337261,oneway,yes,regular
188337261,psv,yes,regular
188337261,surface,asphalt,regular
188337275,access,no,regular
188337275,highway,service,regular
188337275,oneway,yes,regular
188337275,psv,yes,regular
188337278,access,no,regular
188337278,highway,service,regular
188337278,oneway,yes,regular
188337278,psv,yes,regular
188337283,access,no,regular
188337283,highway,service,regular
188337283,psv,yes,regular
188337283,surface,asphalt,regular
188337284,access,no,regular
188337284,highway,service,regular
188337284,oneway,yes,regular
188337284,psv,yes,regular
188337285,access,no,regular
188337285,highway,service,regular
188337285,psv,yes,regular
188337286,access,no,regular
188337286,highway,service,regular
188337286,psv,yes,regular
188337288,access,no,regular
188337288,highway,service,regular
188337288,psv,yes,regular
188337289,access,no,regular
188337289,highway,service,regular
188337289,lanes,1,regular
188337289,oneway,yes,regular
188337289,psv,yes,regular
188337290,access,no,regular
188337290,highway,service,regular
188337290,psv,yes,regular
188337290,surface,sett,regular
188409581,access,no,regular
188409581,highway,service,regular
188409581,psv,yes,regular
188409581,surface,asphalt,regular
188409582,access,no,regular
188409582,highway,service,regular
188409582,oneway,yes,regular
188409582,psv,yes,regular
188409582,surface,asphalt,regular
188442221,highway,tertiary,regular
188442221,lanes,1,regular
188442221,maxspeed,50,regular
188442221,name,Cypriana Kamila Norwida,regular
188442221,note,od 2015 dozwolone jest tutaj zawracanie,regular
188442221,oneway,yes,regular
188442221,maxspeed,PL:urban,source
188442221,surface,orto2015,source
188442221,surface,asphalt,regular
188442222,highway,tertiary,regular
188442222,lanes,2,regular
188442222,maxspeed,50,regular
188442222,name,Cypriana Kamila Norwida,regular
188442222,maxspeed,PL:urban,source
188442222,surface,orto2015,source
188442222,surface,asphalt,regular
188442224,highway,tertiary,regular
188442224,lanes,2,regular
188442224,name,Grunwaldzka,regular
188442224,oneway,yes,regular
188442224,surface,orto2015,source
188442224,surface,asphalt,regular
188442226,highway,tertiary,regular
188442226,lanes,2,regular
188442226,maxspeed,50,regular
188442226,name,Grunwaldzka,regular
188442226,oneway,yes,regular
188442226,maxspeed,PL:urban,source
188442226,surface,asphalt,regular
188442227,highway,tertiary,regular
188442227,lanes,2,regular
188442227,maxspeed,50,regular
188442227,name,Henryka Sienkiewicza,regular
188442227,oneway,yes,regular
188442227,maxspeed,PL:urban,source
188442227,surface,asphalt,regular
188442228,highway,tertiary,regular
188442228,lanes,2,regular
188442228,maxspeed,50,regular
188442228,conditional,60 @ (23:00-05:00),maxspeed
188442228,maxweight,9,regular
188442228,name,Grunwaldzka,regular
188442228,oneway,yes,regular
188442228,maxspeed,PL:urban,source
188442228,surface,orto2015,source
188442228,surface,asphalt,regular
188442238,highway,secondary,regular
188442238,lanes,2,regular
188442238,maxspeed,50,regular
188442238,name,Marii Curie-Skłodowskiej,regular
188442238,etymology:wikidata,Q7186,name
188442238,oneway,yes,regular
188442238,ref,455,regular
188442238,maxspeed,PL:urban,source
188442238,surface,orto2015,source
188442238,surface,asphalt,regular
188442242,highway,primary,regular
188442242,lanes,2,regular
188442242,maxaxleload,10,regular
188442242,maxspeed,50,regular
188442242,name,Plac Grunwaldzki,regular
188442242,de,Grunwaldplatz,name
188442242,pl,Plac Grunwaldzki,name
188442242,oneway,yes,regular
188442242,ref,98,regular
188442242,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188442242,maxspeed,PL:urban,source
188442242,surface,asphalt,regular
188442252,highway,primary,regular
188442252,lanes,2,regular
188442252,maxaxleload,10,regular
188442252,maxspeed,50,regular
188442252,name,Plac Grunwaldzki,regular
188442252,de,Grunwaldplatz,name
188442252,pl,Plac Grunwaldzki,name
188442252,oneway,yes,regular
188442252,ref,98,regular
188442252,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188442252,maxspeed,PL:urban,source
188442252,surface,orto2015,source
188442252,surface,asphalt,regular
188442254,highway,tertiary,regular
188442254,lanes,1,regular
188442254,name,Plac Grunwaldzki,regular
188442254,oneway,yes,regular
188442254,surface,orto2015,source
188442254,surface,asphalt,regular
188442257,highway,primary,regular
188442257,lanes,4,regular
188442257,maxaxleload,10,regular
188442257,maxspeed,50,regular
188442257,conditional,60 @ (23:00-05:00),maxspeed
188442257,name,Rondo Ronalda Reagana,regular
188442257,oneway,yes,regular
188442257,ref,98,regular
188442257,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
188442257,maxspeed,PL:urban,source
188442257,lanes,reverse;left|through|through|through,turn
188442265,hgv,no,access
188442265,highway,residential,regular
188442265,lanes,2,regular
188442265,maxspeed,30,regular
188442265,name,Wybrzeże Ludwika Pasteura,regular
188442265,access:hgv,sign,source
188442265,maxspeed,PL:zone30,source
188442265,surface,orto2015,source
188442265,surface,sett,regular
188442271,highway,residential,regular
188442271,lanes,1,regular
188442271,name,Wybrzeże Ludwika Pasteura,regular
188442271,oneway,yes,regular
188442271,surface,orto2015,source
188442271,surface,asphalt,regular
188442274,access,no,regular
188442274,highway,service,regular
188442274,psv,yes,regular
188442275,access,no,regular
188442275,highway,service,regular
188442275,oneway,yes,regular
188442275,psv,yes,regular
188442277,access,no,regular
188442277,highway,service,regular
188442277,oneway,yes,regular
188442277,psv,yes,regular
188442286,access,no,regular
188442286,highway,service,regular
188442286,oneway,yes,regular
188442286,psv,yes,regular
188442290,access,no,regular
188442290,highway,service,regular
188442290,psv,yes,regular
188442298,highway,service,regular
188442298,lanes,1,regular
188442298,oneway,yes,regular
188442300,access,no,regular
188442300,highway,service,regular
188442300,psv,yes,regular
188442300,surface,concrete,regular
188442301,access,no,regular
188442301,highway,service,regular
188442301,psv,yes,regular
188448493,lanes:backward,designated|yes,bus
188448493,lanes:forward,designated|yes,bus
188448493,highway,tertiary,regular
188448493,lanes,4,regular
188448493,backward,2,lanes
188448493,bus,2,lanes
188448493,forward,2,lanes
188448493,lit,yes,regular
188448493,maxspeed,50,regular
188448493,conditional,60 @ (23:00-05:00),maxspeed
188448493,name,Henryka Sienkiewicza,regular
188448493,oneway,no,regular
188448493,maxspeed,PL:urban,source
188448493,surface,orto2015,source
188448493,surface,asphalt,regular
188448493,lanes:backward,no|yes,vehicle
188448493,lanes:forward,no|yes,vehicle
188689769,highway,tertiary,regular
188689769,lanes,3,regular
188689769,bus,1,lanes
188689769,name,Dworcowa,regular
188689769,de,Bahnhofstraße,name
188689769,pl,Dworcowa,name
188689769,oneway,yes,regular
188689769,surface,sett,regular
188689770,highway,tertiary,regular
188689770,lanes,3,regular
188689770,bus,1,lanes
188689770,name,Dworcowa,regular
188689770,de,Bahnhofstraße,name
188689770,pl,Dworcowa,name
188689770,oneway,yes,regular
188689770,surface,sett,regular
188689782,highway,tertiary,regular
188689782,lanes,5,regular
188689782,forward,3,lanes
188689782,name,Podwale,regular
188689782,de,Stadtgraben,old_name
188689782,oneway,no,regular
188689782,surface,asphalt,regular
188689783,highway,tertiary,regular
188689783,maxspeed,50,regular
188689783,name,Podwale,regular
188689783,de,Stadtgraben,old_name
188689783,oneway,yes,regular
188689783,surface,asphalt,regular
188689783,lanes,through,turn
188689784,highway,tertiary,regular
188689784,lanes,1,regular
188689784,maxspeed,40,regular
188689784,name,Podwale,regular
188689784,de,Stadtgraben,old_name
188689784,oneway,yes,regular
188689784,surface,asphalt,regular
188689784,lanes,right,turn
188749496,highway,tertiary,regular
188749496,lanes,2,regular
188749496,maxspeed,50,regular
188749496,name,Cypriana Kamila Norwida,regular
188749496,maxspeed,PL:urban,source
188749496,surface,orto2015,source
188749496,surface,asphalt,regular
188749499,access,no,regular
188749499,emergency,yes,regular
188749499,highway,service,regular
188749499,psv,yes,regular
188892981,access,no,regular
188892981,highway,service,regular
188892981,oneway,yes,regular
188892981,psv,yes,regular
189058962,highway,footway,regular
189059425,highway,residential,regular
189059425,lanes,1,regular
189059425,name,Hugona Kołłątaja,regular
189059425,oneway,yes,regular
189059425,surface,asphalt,regular
189059431,FIXME,"wątpliwe, by to był stały element trasy autobusu 259 - sprawdzić",regular
189059431,access,no,regular
189059431,highway,service,regular
189059431,oneway,yes,regular
189059431,psv,yes,regular
189063959,area,yes,regular
189063959,highway,platform,regular
189063959,name,pl. Jana Pawła II,regular
189063959,network,Wrocław,regular
189063959,official_name,PL. JANA PAWŁA II,regular
189063959,operator,ZDiUM Wrocław,regular
189063959,public_transport,platform,regular
189063959,railway,platform,regular
189063959,zdik,10402,ref
189063959,location,UM Wrocław,source
189063959,surface,asphalt,regular
189063960,area,yes,regular
189063960,bench,yes,regular
189063960,highway,platform,regular
189063960,name,pl. Jana Pawła II,regular
189063960,network,Wrocław,regular
189063960,official_name,PL. JANA PAWŁA II,regular
189063960,operator,ZDiUM Wrocław,regular
189063960,public_transport,platform,regular
189063960,railway,platform,regular
189063960,zdik,10451,ref
189063960,shelter,yes,regular
189063960,surface,asphalt,regular
189063961,area,yes,regular
189063961,highway,platform,regular
189063961,name,pl. Jana Pawła II,regular
189063961,network,Wrocław,regular
189063961,official_name,PL. JANA PAWŁA II,regular
189063961,operator,ZDiUM Wrocław,regular
189063961,public_transport,platform,regular
189063961,railway,platform,regular
189063961,zdik,10401,ref
189063961,location,UM Wrocław,source
189063961,surface,asphalt,regular
189063962,area,yes,regular
189063962,bench,yes,regular
189063962,highway,platform,regular
189063962,name,pl. Jana Pawła II,regular
189063962,network,Wrocław,regular
189063962,official_name,PL. JANA PAWŁA II,regular
189063962,operator,ZDiUM Wrocław,regular
189063962,public_transport,platform,regular
189063962,railway,platform,regular
189063962,zdik,10452,ref
189063962,shelter,yes,regular
189063962,surface,asphalt,regular
189063964,bicycle,designated,regular
189063964,foot,designated,regular
189063964,highway,path,regular
189063964,segregated,no,regular
189063964,wheelchair,yes,regular
189063965,bicycle,designated,regular
189063965,foot,designated,regular
189063965,highway,path,regular
189063965,incline,up,regular
189063965,segregated,no,regular
189063966,cutting,yes,regular
189063966,highway,steps,regular
189063967,bicycle,designated,regular
189063967,foot,designated,regular
189063967,highway,path,regular
189063967,layer,-1,regular
189063967,segregated,no,regular
189063967,tunnel,yes,regular
189063968,bicycle,designated,regular
189063968,foot,designated,regular
189063968,highway,path,regular
189063968,segregated,no,regular
189063968,wheelchair,yes,regular
189063969,bicycle,yes,regular
189063969,foot,yes,regular
189063969,highway,service,regular
189063969,incline,up,regular
189063969,level,-1,regular
189063969,note,"znak B-1, nie dotyczy rowerów",regular
189063969,service,driveway,regular
189063970,highway,footway,regular
189063970,layer,-1,regular
189063970,surface,asphalt,regular
189063970,tunnel,yes,regular
189063971,highway,footway,regular
189063971,layer,-1,regular
189063971,surface,asphalt,regular
189063971,tunnel,yes,regular
189063972,highway,steps,regular
189063973,highway,footway,regular
189063973,surface,asphalt,regular
189063973,tunnel,yes,regular
189063975,cutting,yes,regular
189063975,highway,steps,regular
189063976,highway,steps,regular
189063977,bicycle,yes,regular
189063977,highway,footway,regular
189063977,layer,-1,regular
189063977,source,Ortofotomapa_Wroclaw,regular
189063977,surface,asphalt,regular
189063977,tunnel,yes,regular
189063977,wheelchair,yes,regular
189063978,bicycle,designated,regular
189063978,foot,designated,regular
189063978,highway,path,regular
189063978,layer,-1,regular
189063978,segregated,no,regular
189063978,tunnel,yes,regular
189063980,highway,footway,regular
189063981,bicycle,yes,regular
189063981,highway,footway,regular
189063981,layer,-1,regular
189063981,surface,asphalt,regular
189063981,tunnel,yes,regular
189070550,highway,service,regular
189070550,oneway,no,regular
189070550,service,parking_aisle,regular
189070551,bicycle,yes,regular
189070551,foot,yes,regular
189070551,highway,living_street,regular
189070551,access,sign PL:B-1 + T-22,source
189070551,vehicle,private,regular
189070552,amenity,parking,regular
189070552,parking,surface,regular
189070553,amenity,fountain,regular
189071521,bicycle,yes,regular
189071521,left,opposite_lane,cycleway
189071521,highway,living_street,regular
189071521,lanes,1,regular
189071521,name,Wita Stwosza,regular
189071521,de,Albrechtstraße,name
189071521,pl,Wita Stwosza,name
189071521,oneway,yes,regular
189074047,highway,pedestrian,area
189078741,highway,footway,regular
189078744,highway,footway,regular
189078744,tunnel,yes,regular
189079124,highway,footway,regular
189079125,highway,service,regular
189079125,service,driveway,regular
189214116,access,no,regular
189214116,highway,service,regular
189214116,psv,yes,regular
189500466,cycleway,lane,regular
189500466,highway,tertiary,regular
189500466,lanes,2,regular
189500466,maxspeed,50,regular
189500466,conditional,60 @ (23:00-05:00),maxspeed
189500466,name,Plac Świętego Macieja,regular
189500466,de,Matthiasplatz,name
189500466,pl,Plac Świętego Macieja,name
189500466,maxspeed,PL:urban,source
189500466,surface,orto2015,source
189500466,surface,asphalt,regular
189500468,highway,secondary,regular
189500468,lanes,3,regular
189500468,maxspeed,50,regular
189500468,conditional,60 @ (23:00-05:00),maxspeed
189500468,name,Władysława Jagiełły,regular
189500468,oneway,yes,regular
189500468,maxspeed,PL:urban,source
189500468,surface,asphalt,regular
189500469,access,no,regular
189500469,highway,service,regular
189500469,oneway,yes,regular
189500469,psv,yes,regular
189500469,surface,concrete:plates,regular
189500474,highway,tertiary,regular
189500474,lanes,2,regular
189500474,maxspeed,50,regular
189500474,name,Świdnicka,regular
189500474,de,Schweidnitzer Straße,name
189500474,pl,Świdnicka,name
189500474,oneway,yes,regular
189500474,maxspeed,PL:urban,source
189500474,surface,asphalt,regular
189505341,electrified,contact_line,regular
189505341,frequency,0,regular
189505341,gauge,1435,regular
189505341,oneway,yes,regular
189505341,railway,tram,regular
189505341,voltage,600,regular
189645560,bicycle,yes,regular
189645560,highway,tertiary,regular
189645560,lanes,2,regular
189645560,maxspeed,50,regular
189645560,name,Na Grobli,regular
189645560,surface,orto2015,source
189645560,surface,asphalt,regular
190721347,highway,tertiary,regular
190721347,lanes,2,regular
190721347,maxspeed,50,regular
190721347,name,Bolesława Drobnera,regular
190721347,oneway,yes,regular
190721347,maxspeed,PL:urban,source
190721347,surface,asphalt,regular
190721402,cycleway,lane,regular
190721402,highway,tertiary,regular
190721402,lanes,2,regular
190721402,maxspeed,50,regular
190721402,name,Księdza Piotra Skargi,regular
190721402,oneway,yes,regular
190721402,maxspeed,PL:urban,source
190721402,surface,asphalt,regular
190721403,cycleway,lane,regular
190721403,highway,tertiary,regular
190721403,lanes,2,regular
190721403,maxspeed,50,regular
190721403,name,Księdza Piotra Skargi,regular
190721403,oneway,yes,regular
190721403,maxspeed,PL:urban,source
190721403,surface,asphalt,regular
190721404,cycleway,lane,regular
190721404,highway,tertiary,regular
190721404,lanes,2,regular
190721404,maxspeed,50,regular
190721404,name,Księdza Piotra Skargi,regular
190721404,de,Taschenstraße,old_name
190721404,oneway,yes,regular
190721404,maxspeed,PL:urban,source
190721404,surface,asphalt,regular
190721405,highway,tertiary,regular
190721405,lanes,1,regular
190721405,maxspeed,50,regular
190721405,name,Piastowska,regular
190721405,oneway,yes,regular
190721405,maxspeed,PL:urban,source
190721405,surface,asphalt,regular
190721406,right,lane,cycleway
190721406,highway,tertiary,regular
190721406,lanes,2,regular
190721406,maxspeed,50,regular
190721406,name,Plac Generała Józefa Bema,regular
190721406,oneway,yes,regular
190721406,maxspeed,PL:urban,source
190721406,surface,asphalt,regular
190721407,highway,primary,regular
190721407,lanes,3,regular
190721407,maxaxleload,10,regular
190721407,maxspeed,50,regular
190721407,name,Plac Grunwaldzki,regular
190721407,de,Grunwaldplatz,name
190721407,pl,Plac Grunwaldzki,name
190721407,oneway,yes,regular
190721407,ref,98,regular
190721407,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
190721407,maxspeed,PL:urban,source
190721408,access,no,regular
190721408,highway,service,regular
190721408,oneway,yes,regular
190721408,psv,yes,regular
190721409,access,no,regular
190721409,highway,service,regular
190721409,psv,yes,regular
190721410,access,no,regular
190721410,highway,service,regular
190721410,psv,yes,regular
190721411,access,no,regular
190721411,highway,service,regular
190721411,psv,yes,regular
190721413,access,no,regular
190721413,highway,service,regular
190721413,psv,yes,regular
190721415,access,no,regular
190721415,highway,service,regular
190721415,oneway,yes,regular
190721415,psv,yes,regular
190721418,access,no,regular
190721418,highway,service,regular
190721418,oneway,yes,regular
190721418,psv,yes,regular
190721420,access,no,regular
190721420,highway,service,regular
190721420,psv,yes,regular
190868051,highway,tertiary_link,regular
190868051,lanes,1,regular
190868051,maxspeed,50,regular
190868051,name,Marii Curie-Skłodowskiej,regular
190868051,etymology:wikidata,Q7186,name
190868051,oneway,yes,regular
190868051,maxspeed,PL:urban,source
190868052,access,no,regular
190868052,highway,service,regular
190868052,psv,yes,regular
190868053,highway,service,regular
190868053,lanes,1,regular
190868053,oneway,yes,regular
190868053,service,driveway,regular
190868054,highway,service,regular
190868054,lanes,2,regular
190868054,oneway,yes,regular
190868055,access,no,regular
190868055,highway,service,regular
190868055,psv,yes,regular
190868056,access,no,regular
190868056,highway,service,regular
190868056,psv,yes,regular
190991477,highway,tertiary,regular
190991477,maxspeed,50,regular
190991477,name,Jedności Narodowej,regular
190991477,de,Matthiasstraße,old_name
190991477,oneway,yes,regular
190991477,maxspeed,PL:urban,source
190991477,surface,asphalt,regular
191002275,highway,tertiary,regular
191002275,lanes,2,regular
191002275,maxspeed,50,regular
191002275,name,Piastowska,regular
191002275,oneway,yes,regular
191002275,maxspeed,PL:urban,source
191002275,surface,asphalt,regular
191002275,lanes,right|right,turn
191002276,lanes,Kudowa-Słone;Poznań;Jelenia Góra;Zielona Góra;Katowice|Kudowa-Słone;Poznań;Jelenia Góra;Zielona Góra;Katowice|Centrum;Stadion;Port Lotniczy|Centrum;Stadion;Port Lotniczy,destination
191002276,highway,primary,regular
191002276,lanes,4,regular
191002276,maxaxleload,10,regular
191002276,maxspeed,50,regular
191002276,conditional,60 @ (23:00-05:00),maxspeed
191002276,name,Plac Powstańców Warszawy,regular
191002276,oneway,yes,regular
191002276,ref,98,regular
191002276,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
191002276,maxspeed,PL:urban,source
191002276,surface,asphalt,regular
191002276,lanes,left|left|through|through;right,turn
191002277,highway,secondary_link,regular
191002277,lanes,2,regular
191002277,maxspeed,50,regular
191002277,conditional,60 @ (23:00-05:00),maxspeed
191002277,oneway,yes,regular
191002277,maxspeed,PL:urban,source
191002277,surface,asphalt,regular
191002278,highway,secondary,regular
191002278,lanes,2,regular
191002278,maxspeed,50,regular
191002278,conditional,60 @ (23:00-05:00),maxspeed
191002278,name,Plac Powstańców Warszawy,regular
191002278,oneway,yes,regular
191002278,maxspeed,PL:urban,source
191002278,surface,asphalt,regular
191002281,access,no,regular
191002281,highway,service,regular
191002281,psv,yes,regular
191002281,surface,asphalt,regular
191002282,access,no,regular
191002282,highway,service,regular
191002282,psv,yes,regular
191002282,surface,asphalt,regular
191002283,access,no,regular
191002283,highway,service,regular
191002283,psv,yes,regular
191002283,surface,asphalt,regular
191002288,access,no,regular
191002288,highway,service,regular
191002288,psv,yes,regular
191355387,highway,secondary,regular
191355387,lanes,2,regular
191355387,maxspeed,50,regular
191355387,conditional,60 @ (23:00-05:00),maxspeed
191355387,name,Kardynała Stefana Wyszyńskiego,regular
191355387,de,Adalbertstraße,name
191355387,pl,Kardynała Stefana Wyszyńskiego,name
191355387,oneway,yes,regular
191355387,maxspeed,PL:urban,source
191355387,surface,asphalt,regular
191368498,highway,tertiary,regular
191368498,lanes,2,regular
191368498,maxspeed,50,regular
191368498,name,Cypriana Kamila Norwida,regular
191368498,maxspeed,PL:urban,source
191368498,surface,orto2015,source
191368498,surface,asphalt,regular
191368499,access,no,regular
191368499,highway,service,regular
191368499,psv,yes,regular
191640877,highway,primary,regular
191640877,lanes,3,regular
191640877,maxaxleload,10,regular
191640877,maxspeed,50,regular
191640877,conditional,60 @ (23:00-05:00),maxspeed
191640877,name,Kujawska,regular
191640877,oneway,yes,regular
191640877,ref,98,regular
191640877,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
191640877,maxspeed,PL:urban,source
191640877,surface,asphalt,regular
191640877,lanes,left|left|left;right,turn
191640878,highway,primary,regular
191640878,lanes,3,regular
191640878,maxaxleload,10,regular
191640878,maxspeed,50,regular
191640878,conditional,60 @ (23:00-05:00),maxspeed
191640878,name,Kujawska,regular
191640878,oneway,yes,regular
191640878,ref,98,regular
191640878,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
191640878,maxspeed,PL:urban,source
191640878,surface,asphalt,regular
191640878,lanes,left|left|left;right,turn
191640905,highway,primary,regular
191640905,lanes,3,regular
191640905,maxaxleload,10,regular
191640905,maxspeed,50,regular
191640905,conditional,60 @ (23:00-05:00),maxspeed
191640905,name,Generała Romualda Traugutta,regular
191640905,oneway,yes,regular
191640905,ref,98,regular
191640905,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
191640905,maxspeed,PL:urban,source
191640905,surface,asphalt,regular
191640905,lanes,left;through|through|right,turn
191640909,highway,primary,regular
191640909,lanes,2,regular
191640909,maxaxleload,10,regular
191640909,maxspeed,50,regular
191640909,conditional,60 @ (23:00-05:00),maxspeed
191640909,name,Generała Romualda Traugutta,regular
191640909,oneway,yes,regular
191640909,ref,98,regular
191640909,maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,source
191640909,maxspeed,PL:urban,source
191640909,surface,asphalt,regular
191640909,lanes,left;through|through,turn
191640913,highway,tertiary,regular
191640913,lanes,2,regular
191640913,name,Generała Romualda Traugutta,regular
191640913,oneway,yes,regular
191640913,surface,asphalt,regular
192192997,highway,residential,regular
192192997,lanes,1,regular
192192997,name,Bolesława Prusa,regular
192192997,oneway,yes,regular
192192997,surface,asphalt,regular
192192999,highway,tertiary,regular
192192999,lanes,2,regular
192192999,maxspeed,50,regular
192192999,name,Generała Józefa Bema,regular
192192999,oneway,yes,regular
192192999,maxspeed,PL:urban,source
192192999,surface,asphalt,regular
192193012,highway,tertiary,regular
192193012,lanes,4,regular
192193012,maxspeed,50,regular
192193012,name,Księcia Józefa Poniatowskiego,regular
192193012,oneway,no,regular
192193012,maxspeed,PL:urban,source
192193012,surface,asphalt,regular
192193023,access,no,regular
192193023,highway,service,regular
192193023,psv,yes,regular
192193023,surface,concrete:plates,regular
192193028,access,no,regular
192193028,highway,service,regular
192193028,oneway,yes,regular
192193028,psv,yes,regular
192193028,surface,orto2015,source
192193028,surface,asphalt,regular
192193173,access,no,regular
192193173,highway,service,regular
192193173,oneway,yes,regular
192193173,psv,yes,regular
192193173,surface,orto2015,source
192193173,surface,asphalt,regular
